ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,RATE
136,74908749,40373321,60390494,42700266.0,20137840,2503.75,32208483,77594.0,110.65,-3940364.0,-5063760.0,281.0,15.0,-4.0,45.5,-1.27,-7.94e-06,-0.9,14.09,80.62,38.28,57.0,37.23,LOW,NO,-0.1157,4.42,3.34,2.2854,VTKGN,21.43,-6.33,-11.1,-43.51,-57.7,-0.96,-25.95,1.0498,0.0418,C
942,326387808,10541233,68698289,48742918.0,351854552,60016.7,277644890,114069.0,829.85,17231934.0,7522286.0,374.0,49.0,6.57,-24.0,2.31,2.93e-05,2.31,0.3,21.05,22.79,14.93,14.18,MED,YES,0.4416,15.81,18.39,0.4879,KUHMP,1.93,2.38,16.72,13.72,5.22,10.64,1.86,1.6121,0.6302,D
130,54677378,32919860,34124117,?,49467577,12273.94,33243226,279503.0,235.56,277703.0,247800.0,386.0,30.0,1.14,33.33,0.84,1.25e-05,0.82,4.32,62.41,31.01,39.2,52.75,VHIGH,NO,0.0049,-6.23,22.45,2.7768,VTKGN,1.68,0.46,1.15,8.65,8.82,7.6,0.57,0.8893,-0.1624,D
1187,1402985364,530626831,1110669356,445415349.0,1067805458,219388.34,957570015,1677446.0,1121.64,73215188.0,10978416.0,720.0,33.0,5.4,26.07,6.66,7.43e-05,6.33,5.19,79.16,43.23,31.75,44.09,VHIGH,NO,-0.0123,4.82,15.64,1.3882,VTKGN,1.21,0.77,2.3,42.88,8.68,17.18,1.39,0.6145,0.0761,D
1123,225728650,115447779,138859224,150120905.0,175807871,42624.31,75607745,1803991.0,182.56,-3705096.0,-2383999.0,-575.0,56.0,-1.03,58.59,0.95,2.21e-05,0.9,6.54,61.52,12.11,66.51,32.01,HIGH,YES,1.3107,7.87,18.88,1.0039,VTKGN,-1.0,-0.99,-1.56,-15.61,-14.09,22.16,-1.9,1.2527,0.2086,B
864,438604942,329404758,380455083,?,385910967,51690.19,311054216,9740736.0,560.92,22648291.0,764421.0,159.0,24.0,5.61,23.59,4.8,5.96e-05,4.75,2.5,86.74,53.93,29.08,45.11,VHIGH,NO,0.1935,-1.56,11.79,0.3449,VTKGN,1.08,0.18,0.6,93.98,6.35,20.08,0.4,0.3571,-0.0626,C
524,2709029365,1198552494,1702567684,?,1636367322,401312.02,1640115938,3329211.0,441.19,123213060.0,23921765.0,412.0,66.0,5.52,27.66,4.26,4.25e-05,4.14,1.76,62.85,40.4,39.46,14.36,LOW,NO,0.0193,2.8,14.81,2.5991,VTKGN,1.38,0.87,2.27,37.14,8.23,12.86,1.67,1.1342,-0.0108,B
206,22201790,8046587,11273941,?,62743650,11352.84,5473397,262428.0,421.1,5526616.0,4845461.0,485.0,24.0,23.99,52.83,0.96,0.00011,1.02,0.62,50.78,4.61,75.35,57.51,MED,YES,-1.1355,5.81,51.13,0.2791,VTKGN,9.05,20.2,33.46,110.53,96.91,24.09,7.72,1.6076,0.0274,C
184,278762843,70565313,150382533,?,546188351,91385.44,137488257,819838.0,622.08,70195789.0,29425821.0,1287.873488,12.0,27.56,47.6,1.4,5.56e-05,1.45,3.87,53.95,28.17,50.68,46.72,HIGH,YES,-0.1224,13.73,32.78,2.7227,VTKGN,5.66,11.13,26.7,622.16,315.41,21.21,6.52,1.1632,0.3632,B
420,33382967,528576,18512500,10107214.0,15383425,-22896.53,23275752,509988.0,226.23,-18414777.0,-32743370.0,-3880.0,7.0,-30.79658731,14.0,7.83,5.17e-05,2.41,3.69,55.45,?,30.28,24.48074967,HIGH,NO,-0.0702,-18.07,-68.59,1.0903,VTKGN,-24.41,-59.8833453,-144.44,-405.45,-673.76,-13.04,-192.8980176,0.866,-0.4323,C
1202,81934733,6702962,11594264,32573241.0,247245922,8240.02,49361492,166173.0,2377.36,1719268.0,517306.0,35.0,5.0,2.84,28.12,0.38,1.9e-05,0.37,0.71,14.15,38.26,39.76,27.62,VHIGH,NO,1.0599,-21.14,10.06,0.1109,VTKGN,1.39,0.63,1.59,18.03,3.87,4.98,0.15,2.9006,-0.5234,D
368,22654533,721904,5585991,17980609.0,33920064,6623.99,4673924,524782.0,521.85,2606704.0,3428152.0,54.0,5.0,14.22,51.26,-1.81,-0.000132,-1.94,2.08,24.66,19.81492027,79.37,0.28,MED,YES,-108.5294,19.07,29.24,0.0135,VTKGN,-5.52,15.13,19.07,40.93,63.02,24.61,11.83,3.2343,0.2391,B
978,536638057,129108202,432901538,465898359.0,287111092,73993.98,70739699,573692.0,392.23,9072894.0,27308104.0,4215.0,58.0,2.56,85.6,-1.52,-6.15e-05,-1.53,4.38,80.67,0.08,86.82,23.39,MED,YES,0.0328,3.06,13.79,7.1131,VTKGN,-7.94,5.2,6.05,139.02,596.12,16.56,13.55,1.1835,0.0237,A
960,47038285,3231618,13383768,25751263.0,58457106,3741.04,21287022,549826.0,835.1,-942875.0,812433.0,78.0,10.0,-0.56,43.23,-0.26,-7.13e-06,-0.24,1.67,28.45,35.92,54.75,10.24,HIGH,NO,0.2703,-9.25,7.95,1.0767,VTKGN,-4.8,1.62,3.1,-17.4,16.25,6.76,1.51,2.3599,-0.2795,C
1077,47918317,19287918,29303906,?,32927257,7485.62,5754073,398753.0,143.16,-2448225.0,-2271547.0,-199.0,32.0,-4.08,81.21,-1.24,-7.08e-05,-1.1,3.59,61.15,?,87.99,47.38,MED,YES,-1.1815,2.57,15.62,0.2373,VTKGN,8.21,-4.54,-5.27,-39.49,-47.39,20.58,-8.92,1.4891,-0.0242,B
547,533923808,91087519,368266950,349910735.0,637109979,176952.54,184013074,1405226.0,968.25,77895620.0,72678484.0,11190.0,30.0,15.72,64.34,-0.4,-1.37e-05,-0.43,0.37,68.97,0.19,65.54,23.18,MED,YES,-0.2109,5.57,33.14,2.4116,VTKGN,-37.86,13.92,22.76,197.31,247.97,17.3,15.37,1.2087,-0.0626,A
809,283244076,173474868,192392648,?,106645012,10512.67,141312115,1874696.0,57.52,-10035219.0,-6998795.0,-731.0,36.0,-3.39,33.54,0.44,3.31e-06,0.39,3.96,67.92,21.25,50.11,23.05,MED,NO,-0.079,-3.56,3.71,0.746,VTKGN,-21.04,-2.47,-4.93,-20.17,-20.7,20.98,-9.66,0.9307,-0.0563,B
153,593284945,281952140,472545203,387426581.0,533236884,78642.26,205858364,2085179.0,486.97,4316919.0,29148380.0,7238.0,35.0,1.68,64.08,1.2,3.11e-05,1.18,0.49,79.65,21.93,65.3,9.13,MED,NO,0.099,1.87,13.26,2.6692,VTKGN,6.88,4.67,7.6,16.82,146.8,10.63,7.06,0.9648,0.0426,A
813,138300463,17185985,34124068,?,136840866,35271.2,89393902,1122204.0,175.21,17693108.0,3314940.0,529.0,25.0,12.83,24.34,3.46,5.3e-05,3.51,0.96,24.67,35.16,35.36,54.01,HIGH,NO,-0.2597,-2.89,25.5,1.0895,VTKGN,2.04,2.32,6.76,101.65,28.2,48.62,3.59,1.9432,-0.0759,D
428,7254476523,3540379378,5955596210,4242837370.0,6869244628,2000146.521,3313858932,267935486.5,2108.44,765361921.8,741884427.3,17085.32605,19.0,23.39,60.41,2.99,3.35e-05,3.84,18.41751676,78.96,35.02,43.53,0.4,LOW,YES,-0.0729,25.16,38.54,39.9166,VTKGN,9.45,12.95,26.94,787.5042169,791.9132971,69.71707933,25.25,1.0112,0.1925,A
668,7254476523,3540379378,5955596210,2565624399.0,5353072721,1881148.17,3313858932,267935486.5,2394.04,765361921.8,532163290.0,2904.0,6.0,11.87,20.87,3.7,3.35e-05,4.11,15.06,83.63,49.05,31.94,10.98,LOW,YES,0.4007,14.86,23.42,1.9335,VTKGN,4.09,7.33,23.15,91.73,66.55,69.71707933,11.44,0.7296,0.2239,B
1181,3079796137,1144018385,2287469314,?,3285711582,830105.97,1212578947,7574925.0,389.39,129203657.0,209119055.0,2708.0,30.0,4.89,48.48,1.22,3.32e-05,1.18,5.97,74.27,19.48,60.63,19.77,LOW,YES,0.2115,13.32,26.95,1.2149,VTKGN,6.5,6.57,11.62,33.3,57.04,9.02,6.74,1.0224,0.1386,B
949,251904595,115223033,132711304,188888486.0,182104311,39472.41,63016109,1007614.0,193.32,9450344.0,7849415.0,12348.0,48.0,5.15,73.46,-1.31,-3.8e-05,-1.33,1.44,52.68,1.15,74.98,33.76,MED,YES,1.3008,7.44,15.67,3.1411,VTKGN,-4.2,3.17,4.22,225.01,295.96,28.41,6.83,1.5227,0.0716,A
27,39030514,4988777,7929933,15973573.0,33951018,7691.27,23056941,126318.0,156.46,724880.0,661581.0,131.0,10.0,3.08,34.47,1.14,1.68e-05,1.1,2.37,20.32,42.65,40.93,21.16,HIGH,NO,-0.0364,-4.39,19.71,1.7114,VTKGN,2.32,2.01,4.01,28.77,20.29,15.46,1.51,2.5582,-0.1757,C
317,28617557,485494,4665566,24137455.0,4284390,-1353.85,4480102,104660.0,104.5,-2018890.0,-1789257.0,-204.0,7.0,-3.55,69.09,-23.29,-0.000223,-9.718768285,5.27,16.3,19.81492027,84.34,20.59048356,MED,YES,-108.3787,3.08,-4.73,0.0202,VTKGN,3.02,-6.23,-7.15,-46.92,-46.88,1.38,-47.08,5.1924,0.0291,B
612,59218885,30096660,31475849,23899382.0,121468732,18006.18,35319503,454309.0,281.83,1339039.0,2788592.0,274.0,17.0,3.11,36.79,0.68,2.35e-05,0.68,4.22,53.15,8.27,40.36,41.93,HIGH,YES,2.4107,19.16,30.41,0.18,VTKGN,4.53,5.22,11.81,27.05,59.19,9.42,2.41,0.7907,0.9036,D
457,5443797826,3380192194,4063083656,1051679370.0,4628910405,926934.46,3313858932,2634827.0,2032.01,-34320756.0,142217981.0,1695.0,27.0,-0.17,12.71,7.9,3.35e-05,5.71,2.88,74.64,33.32,19.32,3.63,VHIGH,NO,0.2497,2.14,17.03,3.4526,VTKGN,1.55,2.3,18.78,-6.66,38.91,2.21,4.33,0.6968,0.003,C
1227,358353227,126231437,190703526,?,681370842,122543.59,238260930,4505972.0,319.14,22862230.0,15621952.0,1207.0,34.0,7.56,32.72,0.73,2.07e-05,0.73,2.44,53.22,39.52,33.51,35.71,HIGH,NO,-0.1032,1.98,34.2,7.8476,VTKGN,5.38,4.78,13.66,341.23,322.76,29.67,3.17,0.9054,0.0248,A
1048,7254476523,3540379378,5955596210,4242837370.0,6869244628,2000146.521,3313858932,33662234.0,611.85,765361921.8,741884427.3,13442.0,35.0,10.76,68.17,2.06,3.35e-05,2.26,12.4,78.25,24.4,65.65,33.89,LOW,YES,-0.0729,12.39,24.18,3.6885,VTKGN,7.07,6.32,10.24,380.07,303.78,22.14,12.49,1.0112,0.1925,A
446,765590345,505315829,640034523,?,584066715,248014.74,373234542,1648219.0,220.24,39957298.0,19914339.0,1695.0,45.0,6.02,44.08,1.89,2.96e-05,1.93,3.82,83.6,29.33,51.25,2.46,MED,YES,-0.0494,6.56,32.4,3.2442,VTKGN,3.57,2.59,5.34,66.74,47.41,11.69,4.86,0.9165,0.0617,A
1214,54614453,9534837,20757574,?,63468323,2980.05,22607362,177462.0,317.34,1679630.0,-1928228.0,-114.0,27.0,3.16,49.57,0.8,2.23e-05,0.74,1.22,38.01,?,58.61,46.47,MED,NO,0.1755,-5.39,5.46,0.8803,VTKGN,-4.93,-3.4,-5.33,19.16,-34.17,20.42,-4.72,1.9137,-0.1276,C
241,7254476523,3540379378,5955596210,4093684000.0,6869244628,2000146.521,3313858932,26695000.0,467.46,658493000.0,641379000.0,1743.0,59.0,9.19,24.74,0.02,9.96e-07,0.02,3.35,67.94,16.51,44.92,16.6,VLOW,YES,-0.0729,17.93,31.11,0.9625,VTKGN,243.89,7.31,17.13,35.63,43.35,18.33,5.7,0.9861,0.1935,A
685,46023077,22558600,29933791,15947693.0,8682100,1044.54,30075384,3243.0,49.9,-138515.0,-536212.0,-44.0,1.0,-0.21,21.43,1.13,3.26e-06,1.05,3.58,65.04,43.04,34.65,25.72,HIGH,YES,0.0679,12.33,2.27,0.8553,VTKGN,-4.47,-1.17,-3.36,-2.28,-8.81,7.1,-6.18,0.7067,0.2682,D
350,759602357,402037104,541837340,?,636705592,174658.2,179509645,489916.0,804.94,50192157.0,44366296.0,1720.0,39.0,7.26,59.39,-0.08,-2.69e-06,-0.08,9.88,71.33,8.94,76.37,34.33,LOW,YES,0.005,12.04,22.99,0.4332,VTKGN,-123.94,5.9,7.85,38.91,46.73,15.81,9.47,1.1737,0.1482,A
37,95442050,36830903,51335271,30518329.0,132357706,36407.42,64923721,288383.0,145.93,6552051.0,1822391.0,275.0,30.0,7.8,25.05,1.51,3.08e-05,1.5,6.56,53.79,?,31.98,44.38,VHIGH,YES,0.005,7.34,38.15,1.6051,VTKGN,2.13,1.97,6.21,99.07,34.08,16.53,1.7,0.8013,0.1748,D
48,31833510,634249,7086350,?,30665100,3753.54,7656481,37473.0,393.14,2237187.0,1165095.0,92.0,5.0,7.74,58.86,-1.2,-4.8e-05,-1.19,4.27,22.26,?,75.95,27.67,VLOW,YES,-0.6706,9.21,11.79,0.3889,VTKGN,-1.11,3.4,4.8,34.42,11.9,26.29,2.52,3.7685,-0.0261,B
699,51123969,16224370,18732408,29193974.0,53745844,4169.84,21929995,346907.0,375.85,1229726.0,-435020.0,-50.0,7.0,3.57,52.41,0.05,1.26e-06,0.05,4.96,36.64,27.23,57.1,22.43,HIGH,YES,0.9404,6.48,8.16,0.6769,VTKGN,-45.89,-0.89,-1.48,27.7,-29.29,13.71,-2.42,1.7195,0.1594,C
134,135042862,65465184,75098796,?,108754054,34544.33,93096229,394315.0,187.51,9446468.0,1625865.0,434.0,39.0,7.84,16.25,5.57,6.51e-05,5.38,8.15,55.61,46.2,31.06,44.29,MED,NO,0.0,3.16,25.58,1.4115,VTKGN,1.32,1.18,4.02,47.23,9.65,19.41,1.77,0.9345,0.0349,C
434,183531940,151203313,152306192,26942865.0,75404322,17816.2,156589075,127615.0,183.02,-12480081.0,-27848275.0,-2855.0,35.0,-6.52,-11.89,20.04,9.65e-05,11.58900048,17.02,82.99,68.62,14.68,52.66,VLOW,NO,0.0274,3.79,9.71,2.5315,KUHMP,-0.84,-14.77,-68.2,-25.59,-57.11,-3.73,-36.93,0.9874,0.0454,D
451,19764485,9207033,9492943,?,19779363,4862.9,2438228,77604.0,222.24,593932.0,1415409.0,236.0,15.0,3.09,15.97,1.91,0.000155,1.91,2.19,48.03,41.05100042,87.66,23.77,HIGH,NO,1.7904,-15.55,24.6,0.116,VTKGN,5.03,7.16,8.17,4.19,2.07,12.36,1.48,1.9983,-0.162,D
690,13706725,5361082,7071897,10157081.0,5180462,3483.51,3549644,50900.0,92.51,-2628037.0,1628849.0,383.0,22.0,-16.33,64.88,-2.83,-4.12e-05,-1.62,2.55,51.59,?,74.1,7.44,LOW,YES,0.1331,3.97,25.41,0.6263,VTKGN,-13.72,10.99,17.43,-116.93,95.89,7.7,41.6,1.6577,-0.0654,B
1008,26452931,7045757,9061296,15822997.0,27173228,-3038.8,10629934,398217.0,468.5,-1686957.0,-6016926.0,-215.0,25.0,-5.49,-29.39,0.64,1.65e-05,0.46,1.11,34.25,17.39,59.82,32.55,HIGH,NO,-3.9744,2.24,-11.49,0.006,VTKGN,-33.37,-23.04,-71.57,-7.94,-28.32,13.27,-22.14,1.7619,0.0361,D
17,30004552,8963122,11192074,?,31017279,13048.24,10394693,80885.0,84.98,2204074.0,1491098.0,248.0,40.0,8.52,55.36,0.19,5.65e-06,0.2,2.85,37.3,14.55,65.36,17.69,VHIGH,YES,-0.5228,7.86,43.49,1.1003,VTKGN,36.0,5.25,7.86,73.47,68.49,30.32,6.62,2.047,0.0861,B
1093,81831405,15191553,39708359,61507957.0,58244939,28405.55,20323448,271840.0,159.14,5459172.0,8238431.0,502.0,28.0,8.31,68.41,-1.56,-4.46e-05,-1.65,3.01,48.52,19.81492027,75.16,12.79,MED,YES,0.0742,7.13,34.71,1.1569,VTKGN,-11.94,10.75,14.23,64.23,138.04,22.39,20.15,1.7966,0.0625,B
1246,14780543,3338850,5287437,?,8491566,4407.31,2586368,78598.0,123.07,2477749.0,2540669.0,446.0,7.0,19.66,63.22,-2.27,-7.45e-05,-3.04,3.2,35.77,0.45,82.5,11.41,MED,YES,1.1785,11.76,29.82,0.089,VTKGN,-12.34,18.68,22.61,86.94,90.13,69.71707933,30.25,2.3542,0.1571,B
622,96916597,46312274,52657049,57839945.0,92076487,20696.05,39076652,232478.0,310.02,4664961.0,2700127.0,1254.0,28.0,5.58,50.14,0.28,6.68e-06,0.29,4.74,54.33,14.58,59.68,14.85,HIGH,YES,-0.0111,5.12,21.35,0.7184,VTKGN,16.29,2.7,4.66,42.41,36.3,16.71,4.34,1.2485,0.0726,B
1275,25228601,7558396,7954295,10378369.0,30278077,5848.9,14850232,494.0,409.16,1086293.0,895103.0,63.0,9.0,5.27,11.69,0.86,1.75e-05,0.87,3.08,31.53,43.81,41.14,42.06,VHIGH,NO,-0.1168,1.46,23.18,0.1193,VTKGN,5.56,3.69,8.4,14.62,15.94,9.92,3.91,1.4162,-0.1044,C
729,163905111,40236627,131723079,98394169.0,27210661,15722.42,65510942,144789.0,425.17,5626330.0,533908.0,83.0,6.0,4.86,39.22,13.86,5.76e-05,11.58900048,18.41751676,80.37,35.74,60.03,0.63,MED,YES,0.1733,5.82,9.59,0.9557,VTKGN,1.24,0.37,0.8,20.68,3.32,50.5,3.32,1.0017,0.0498,B
491,49252079,494291,7735262,12287700.0,266262405,4495.53,36964378,209568.0,1215.81,-10466242.0,-8767157.0,-5127.0,2.0,-19.24,6.49,0.3,2.17e-05,0.28,0.07,15.71,12.69,24.95,29.37,MED,NO,1.9475,0.7,9.13,0.167,VTKGN,-8.97,-16.65,-52.64,-115.13,-88.02,11.26,-3.01,1.7848,-0.0483,C
1203,53816342,1590703,17933444,?,25817569,15912.05,6327047,2272011.138,145.04,3359612.0,2847714.0,604.0,20.0,7.23,43.07,-2.06,-8.39e-05,-2.27,3.39,33.32,19.81492027,88.24,20.59048356,MED,NO,0.7868,0.97,29.57,0.0233,VTKGN,-6.91,5.29,6.0,13.82,17.26,22.10545161,16.25,2.6797,-0.0397,B
1218,985046976,364592602,599180804,676710806.0,1054040860,381677.94,308336169,15272248.0,199.89,150704265.0,103382201.0,5021.583641,36.0,17.15,67.98,-0.6,-2.04e-05,-0.68,5.46,60.83,6.53,68.7,17.32,LOW,YES,0.104,14.84,38.75,8.7593,VTKGN,-21.87,10.86,16.58,787.5042169,791.9132971,41.96,13.68,1.2333,0.2227,A
529,144727754,64439024,72299348,75387404.0,196325544,28900.23,69340350,427064.0,654.42,8512633.0,6123676.0,960.0,29.0,6.22,30.18,1.31,3.71e-05,1.34,3.58,49.96,42.17,52.09,40.85,MED,NO,0.0008,4.98,19.97,1.0008,VTKGN,4.08,4.39,8.39,22.87,21.26,10.09,4.03,1.558,0.0013,B
860,242187546,50150642,79759501,52931503.0,322695915,53276.77,189256043,535324.0,313.3,17989856.0,1789215.0,1090.0,39.0,8.19,18.44,4.91,8.37e-05,4.8,1.29,32.93,53.43,21.86,19.5,VHIGH,NO,-0.0149,1.7,22.0,3.0182,VTKGN,1.16,0.74,3.45,217.58,30.54,16.09,0.78,0.9765,0.1649,D
144,18457414,489551,8323811,17250566.0,6004114,2317.64,1206848,151569.0,52.67,-891318.0,-711660.0,-47.0,5.0,-2.68,52.61,-6.6,-0.000328,-5.05,7.27,45.1,?,93.46,20.59048356,MED,YES,8.0197,1.62,12.56,0.0109,VTKGN,4.53,-3.86,-4.13,-11.82,-18.53,57.16,-23.27,2.0823,0.0173,B
404,56511422,15175111,20374451,29094153.0,106133615,24109.55,27417270,165685.0,241.21,10171260.0,8692294.0,764.0,16.0,18.32,41.37,-0.175608072,-1.47e-07,-0.161481107,4.79,36.05,5.76,51.48,22.55,HIGH,YES,6.7558,32.02,42.66,0.2418,VTKGN,-1291.330069,15.38,29.88,178.0,178.32,14.66,9.6,1.4958,0.5337,B
484,228021964,54959120,104327573,90140285.0,117928420,28165.37,137881679,126806.0,543.45,14318260.0,1365871.0,220.0,29.0,7.62,25.01,6.84,5.85e-05,6.56,6.76,45.75,56.34,39.53,27.0,HIGH,NO,-0.389,3.02,12.35,0.9601,VTKGN,1.24,0.62,1.55,37.59,4.99,19.12,1.61,1.2184,0.0403,B
959,936846869,407784419,639836517,653586034.0,1057481566,451133.3,283260835,21797529.0,318.23,171336020.0,134928731.0,16020.0,58.0,19.89,67.77,-0.52,-1.94e-05,-0.6,4.88,68.3,16.10244444,69.76,30.97,MED,YES,0.2437,12.41,48.15,1.1816,VTKGN,-34.28,15.14,22.37,335.92,379.77,66.9,18.32,1.1157,0.1456,A
1245,7254476523,3540379378,5955596210,4242837370.0,6869244628,2000146.521,3313858932,93270000.0,836.65,765361921.8,741884427.3,17085.32605,34.0,24.03,75.16,-0.37,-2.93e-05,-0.43,9.24,64.92,4.72,70.59,18.81,LOW,YES,-0.0758,25.38,41.51,1.9239,VTKGN,-58.9,22.62,32.21,787.5042169,791.9132971,33.49,21.9,0.9996,0.1925,A
931,1220548957,543899606,1076169667,399537441.0,781989562,196130.48,821011515,1101975.0,662.14,61427110.0,24685000.0,1387.0,34.0,5.67,24.89,6.57,6.26e-05,6.18,6.13,88.17,?,32.73,49.49,MED,YES,0.001,8.0,16.07,3.8913,VTKGN,1.73,1.98,6.4,60.1,36.73,18.87,4.8,0.7408,0.1628,B
636,30131310,16680784,19747014,15189278.0,18086277,-251.9,14942032,112788.0,98.29,-4388551.0,-6530795.0,-661.0,19.0,-11.14,36.44,2.58,3.12e-05,1.72,3.81,65.54,37.1,50.41,43.13,VHIGH,NO,-2.343,0.74,-0.84,0.5008,VTKGN,-15.97,-17.77,-35.23,-84.4,-152.29,-3.53,-43.78,0.9011,-0.0671,C
160,111478120,87914823,88185776,98800094.0,67197549,22288.83,12678026,94269.0,559.98,12657285.0,11335159.0,1556.0,30.0,11.95,55.44,-0.27,-1.45e-05,-0.33,5.18,79.11,16.10244444,88.63,14.56,MED,YES,0.1071,9.96,19.99,0.0507,VTKGN,-66.99,10.5,12.0,34.21,33.84,24.77,18.63,1.1416,0.0588,A
475,613298831,165529950,338453558,?,284981827,116206.37,205372388,1941650.0,256.05,44826861.0,45690100.0,6751.0,68.04725623,8.69,62.52,-0.53,-7.36e-06,-0.59,2.4,55.19,13.3,66.51,12.1,HIGH,YES,0.1584,5.97,18.95,1.7761,VTKGN,-45.01,7.75,11.76,133.46,206.95,44.96,24.39,1.386,0.0388,A
1248,30575308,411865,16008978,29634735.0,5536604,-2200.86,940573,216257.0,49.43,-3380305.0,-7265456.0,-1456.0,8.0,-7.92,88.42,-11.9,-0.000701,-4.76,18.2,52.36,30.22242718,96.92,0.5,MED,YES,-29.7418,2.14,-7.2,0.1493,VTKGN,11.99,-21.15,-21.95,-130.01,-278.47,61.82,-130.77,1.8754,-0.0161,C
1047,69108672,24999144,28838712,32691497.0,48731433,14823.45,36417174,123199.0,257.84,5552085.0,4521651.0,959.0,32.0,9.59,15.67,5.12,6.85e-05,5.3,2.66,41.73,?,47.3,34.78,LOW,NO,-0.0419,4.71,21.45,1.337,VTKGN,2.81,6.75,14.86,23.48,17.14,22.53,8.31,2.2296,0.0449,C
676,25536876,2164745,11448724,?,14479128,-5332.79,19297048,143208.0,295.49,-8728461.0,-12462286.0,-1623.0,6.0,-28.3,15.42,5.11,3.84e-05,2.79,11.81,44.83,56.94,24.43,35.22,HIGH,NO,0.5487,-8.1,-20.88,1.3431,VTKGN,-14.44,-40.82,-97.68,-211.99,-277.61,-10.6,-78.94,1.0281,-0.1604,D
476,70082536,15112909,29245715,35824406.0,93837270,16578.51,34258130,487665.0,248.25,5486431.0,4221426.0,341.0,27.0,8.33,43.97,0.77,2.1e-05,0.8,1.98,41.73,22.19,51.12,38.5,VHIGH,NO,0.7018,3.64,23.66,0.6047,VTKGN,8.59,6.26,11.82,89.25,88.9,16.73,5.82,1.3551,0.0373,C
243,10857904,3434040,5612502,6322788.0,10334795,3232.26,4535116,58438.0,106.54,-177339.0,-84837.0,-19.0,24.0,-1.1,44.04,0.12,2.75e-06,0.12,6.48,51.69,20.24,58.23,22.14,HIGH,YES,-0.5206,4.53,29.77,0.7813,VTKGN,-12.18,-0.79,-1.25,-7.71,-7.13,24.96,-1.59,1.4467,0.0011,B
1160,140175199,32132599,45519462,93449476.0,22664593,-36492.2,46725723,686820.0,105.42,-51984993.0,-87570192.0,-3129.0,8.0,-28.32,55.75,-2.59,-1.25e-05,-0.5,18.41751676,32.47,?,66.67,39.82,MED,NO,0.0172,-1.19,-26.03,3.1567,VTKGN,150.73,-50.12,-66.71,-363.56,-618.82,27.88,-192.8980176,3.1139,0.1128,C
341,20977813,12688378,13777303,7385870.0,21317742,6297.41,13591943,81787.0,131.59,-650956.0,502444.0,837.0,32.0,-2.9,20.91,2.25,3.53e-05,1.95,3.34,65.68,26.07,35.21,28.37,HIGH,NO,0.4925,3.2,30.02,0.6906,VTKGN,2.19,2.49,7.02,-21.7,19.1,13.58,2.69,0.6865,0.0275,D
785,3094314077,1084398142,1801875184,1660150331.0,2771630264,622829.7,1434163746,7931168.0,445.31,150055848.0,77338111.0,904.0,41.0,5.57,41.71,0.76,1.46e-05,0.75,3.27,58.23,20.53,53.65,6.34,MED,YES,0.1109,9.51,20.13,1.0916,VTKGN,5.97,2.51,4.93,28.8,20.03,11.5,3.76,1.237,0.0673,B
855,23160021,590905,5693598,14534099.0,40416214,5604.93,8625922,196937.0,553.65,1472418.0,1845536.0,361.0,11.0,5.3,57.41,1.11,5.21e-05,1.12,1.43,24.58,?,62.76,8.84,VHIGH,NO,-2.4561,3.48,24.2,0.2394,VTKGN,6.12,5.73,13.39,54.23,84.77,17.14,5.69,2.6669,0.6428,C
308,25207709,10012575,10854254,8588573.0,40292529,3230.67,16619135,81427.0,1060.33,1081816.0,808768.0,793.0,19.0,5.04,13.84,1.17,2.84e-05,1.18,1.55,43.06,46.44,34.07,19.79,HIGH,NO,-0.3062,3.92,12.82,0.0732,VTKGN,2.72,3.34,9.86,21.21,15.86,9.35,2.01,0.8257,-0.0893,D
348,19361315,2252689,5587759,12157116.0,22634977,2093.72,7204199,113805.0,580.38,886028.0,800621.0,333.0,27.0,6.8,52.52,-1.13,-3.55e-05,-1.11,0.69,28.86,?,62.79,13.38,MED,NO,0.0018,1.88,10.81,0.6638,VTKGN,-2.84,4.36,6.63,35.09,38.89,14.4,4.34,2.4756,0.1209,C
286,13488575,707335,4945577,11024233.0,12082924,3694.64,2464342,679145.0,105.99,-1412417.0,-842809.0,-211.0,7.0,-8.96,83.05,-1.44,-7.06e-05,-1.29,8.79,36.66,2.94,81.73,23.78,MED,NO,1.2831,-13.26,27.39,0.3424,VTKGN,7.31,-6.25,-7.65,-52.65,-40.92,49.71,-9.08,2.4149,-0.1497,B
751,92754975,32057393,35138575,46635873.0,44321033,21337.49,46119102,230351.0,91.57,574509.0,10665436.0,314.0,39.0,0.85,30.91,3.77,3.63e-05,3.49,1.14,37.88,19.65,50.28,64.11,HIGH,NO,0.0072,-7.53,23.0,0.2615,VTKGN,7.38,11.78,38.92,5.55,-21.57,38.92,-5.03,1.461,-0.2616,D
318,75440824,19985057,26987263,58307959.0,72753828,31833.06,17132865,191537.0,160.6,12886458.0,7175182.0,3314.0,35.0,18.34,65.05,-0.15,-6.58e-06,-0.18,3.9,35.77,0.6,77.29,24.01,MED,YES,0.1934,10.28,42.2,0.7403,VTKGN,-93.89,9.95,12.96,117.15,96.16,61.52,14.54,2.4623,0.0682,B
